sep_index,pp_index,cdaw_sep_id,timestamp,cdaw_start_time,cdaw_max_time,cdaw_evn_max,cme_id,cme_launch_time,cme_1st_app_time,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,fl_id,fl_start_time,fl_peak_time,fl_rise_time,fl_lon,fl_lat,fl_goes_class,noaa_ar,noaa_ar_uncertain,harpnum,noaa_pf10MeV,ppf_gt10MeV,ppf_gt30MeV,ppf_gt60MeV,ppf_gt100MeV,fluence_gt10MeV,fluence_gt30MeV,fluence_gt60MeV,fluence_gt100MeV,gsep_pf_gt10MeV,gsep_max_time,gsep_fluence_gt10MeV,m_type2_onset_time,dh_type2_onset_time,start_fr,noaa-sep_flag,Inst_category,Comments,Notes,Fe_e_p_shock_notes,gsep_notes,slice_start,slice_end,Flag
gsep_220,psep_220,cdaw_sep_064,2002-05-22 17:55:00,2002-05-22 07:10:00,2002-05-23 10:55:00,130,lasco_6147,2002-05-22 03:15:05,2002-05-22 03:50:00,120,120,1557,1557,gid_soho_9549,2002-05-22 03:18:00,2002-05-22 03:54:00,36,53,-22,C5.0,9948,TRUE,,820,574.35,7.09,,,6480000,399000,,,820.0,2002-05-23 10:55:00,96060353,,,,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,Filament Eruption - SRAG-SEP,2002-05-22 05:55:00,2002-05-24 00:25:00,1
gsep_221,psep_221,cdaw_sep_065,2002-07-07 18:30:00,2002-07-07 12:45:00,2002-07-07 19:55:00,23,lasco_6319,2002-07-07 10:56:05,2002-07-07 11:30:00,228,85,1423,1423,gid_soho_9766,2002-07-07 11:15:00,2002-07-07 11:43:00,28,109,-18,M1.0,10017,FALSE,,23,17.26,2.56,0.78,,1500000,489000,246000,,22.6,2002-07-07 19:55:00,9245029,,2002-07-07 11:35:00,14000,1,P,,,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List; Behind Western Limb; Type II Radio burst From CDAW list,2002-07-07 06:30:00,2002-07-08 13:05:00,1
gsep_222,psep_222,cdaw_sep_066,2002-07-16 17:50:00,2002-07-16 10:15:00,2002-07-17 16:00:00,57,lasco_6364,2002-07-15 19:39:54,2002-07-15 20:30:05,360,360,1151,1151,gid_soho_9818,2002-07-15 19:59:00,2002-07-15 20:08:00,9,1,19,X3.0,10030,FALSE,,234,163.94,3.4,0.83,,6720000,441000,158000,,234.0,2002-07-17 16:00:00,105228890,,,,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2002-07-16 05:50:00,2002-07-19 00:30:00,1
gsep_223,,cdaw_sep_067,2002-07-19 10:50:00,2002-07-19 08:20:00,2002-07-19 10:10:00,14,,,,,,,,,,,,,,,,TRUE,,14,,,,,,,,,13.0,2002-07-19 15:15:00,3772279,,,,1,P,"Taken from CDAW -    SOHO shock 19/09:36 UT (unrelated, ?), ACE shock 19/14:50 UT (unrelated, 18/08:06 HCME)",,,Probable ESP - SRAG-SEP,2002-07-18 22:50:00,2002-07-20 05:10:00,1
gsep_224,psep_223,cdaw_sep_068,2002-07-22 06:25:00,2002-07-21 03:20:00,2002-07-23 10:25:00,28,lasco_6383,2002-07-20 20:43:52,2002-07-20 22:06:00,360,360,1941,1941,gid_soho_9858,2002-07-20 21:04:00,2002-07-20 21:30:00,26,-100,-13,X3.3,,TRUE,,28,21.62,2.51,,,7060000,974000,,,28.5,2002-07-23 10:25:00,65545561,2002-07-20 21:07:00,2002-07-20 21:30:00,10000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,Flare location verified by SRAG-SEP List; Behind Eastern Limb event,2002-07-21 18:25:00,2002-07-25 03:55:00,1
gsep_225,psep_224,cdaw_sep_069,2002-08-14 09:00:00,2002-08-14 02:50:00,2002-08-14 16:20:00,26,lasco_6506,2002-08-14 01:39:20,2002-08-14 02:30:00,133,133,1309,1309,gid_soho_10087,2002-08-14 01:47:00,2002-08-14 02:12:00,25,54,9,M2.3,10061,FALSE,,26,19.17,1.18,,,627000,117000,,,26.4,2002-08-14 16:20:00,6354732,2002-08-14 01:57:00,2002-08-14 02:20:00,1000,1,P,,,Fe-rich;e-rich;p-poor; ,,2002-08-13 21:00:00,2002-08-15 03:20:00,1
gsep_226,psep_225,,2002-08-16 18:05:00,,,,lasco_6522,2002-08-16 12:01:15,2002-08-16 12:30:05,360,360,1585,1585,gid_soho_10106,2002-08-16 11:32:00,2002-08-16 12:32:00,60,-20,-14,M5.2,10069,FALSE,,,4.54,1.07,,,915000,332000,,,4.88,2002-08-17 15:50:00,4586138,,2002-08-16 12:20:00,14000,0,P,,,Fe-rich;e-rich;p-poor; ,Type II Radio burst From CDAW list,2002-08-16 06:05:00,2002-08-18 20:05:00,0
gsep_226_1,,,2002-08-18 22:00:00,,,,,,2002-08-18 21:54:00,140,,682,,,2002-08-18 21:12:00,2002-08-18 21:25:00,13,20,-10,M2.2,10069,FALSE,,,,,,,,,,,3.7,2002-08-19 08:20:00,1968433,,,,0,P,,,,Flare data from LMSAL-HEK,2002-08-18 10:00:00,2002-08-19 19:00:00,0
gsep_226_2,,,2002-08-20 09:00:00,,,,,,2002-08-20 01:54:00,157,,961,,,2002-08-20 01:33:00,2002-08-20 01:40:00,7,35,-10,M5.0,10069,FALSE,,,,,,,,,,,2.53,2002-08-20 11:20:00,485005,,,,0,P,,,,Flare data from LMSAL-HEK,2002-08-19 21:00:00,2002-08-20 18:00:00,0
gsep_227,psep_226,cdaw_sep_070,2002-08-22 04:40:00,2002-08-22 02:40:00,2002-08-22 09:40:00,36,lasco_6561,2002-08-22 01:13:45,2002-08-22 02:06:00,360,48,998,248,gid_soho_10197,2002-08-22 01:47:00,2002-08-22 01:57:00,10,62,-7,M5.4,10069,FALSE,,36,29.6,9.85,2.97,0.92,1440000,397000,134000,52600,36.4,2002-08-22 09:40:00,17556062,2002-08-22 01:55:00,,,1,P,,,Fe-rich; ;p-rich; ,,2002-08-21 16:40:00,2002-08-23 03:25:00,1
gsep_228,psep_227,cdaw_sep_071,2002-08-24 01:40:00,2002-08-24 01:30:00,2002-08-24 08:35:00,317,lasco_6580,2002-08-24 00:51:41,2002-08-24 01:27:00,360,360,1913,1913,gid_soho_10218,2002-08-24 00:49:00,2002-08-24 01:12:00,23,81,-2,X3.1,10069,FALSE,,317,241.41,104.46,39.6,15.58,19900000,3060000,855000,296000,317.0,2002-08-24 08:35:00,314451195,2002-08-24 01:09:00,2002-08-24 01:45:00,5000,1,P,,,Fe-rich; ;p-rich; ,,2002-08-23 13:40:00,2002-08-26 15:45:00,1
gsep_229,psep_228,cdaw_sep_072,2002-09-07 04:40:00,2002-09-06 03:50:00,2002-09-07 16:50:00,28,lasco_6660,2002-09-05 16:26:16,2002-09-05 16:54:00,360,360,1748,1748,gid_soho_10331,2002-09-05 16:18:00,2002-09-05 17:06:00,48,-28,9,C5.2,10102,FALSE,,208,145.94,2.86,,,2340000,289000,,,208.0,2002-09-07 16:50:00,28558400,2002-09-05 16:35:00,2002-09-05 16:55:00,14000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2002-09-06 16:40:00,2002-09-08 15:35:00,1
gsep_230,psep_229,,2002-11-01 18:40:00,,,,,,,,,,,,,,,,,,,TRUE,,,2.54,,,,191000,,,,2.13,2002-11-02 00:15:00,2327627,,,,0,P,,,,SRAG-SEP considers this as a farside event.,2002-11-01 06:40:00,2002-11-04 09:10:00,0
gsep_231,psep_230,cdaw_sep_073,2002-11-09 19:20:00,2002-11-09 15:25:00,2002-11-10 05:40:00,404,lasco_7004,2002-11-09 13:06:02,2002-11-09 13:31:00,360,360,1838,1838,gid_soho_10820,2002-11-09 13:08:00,2002-11-09 13:23:00,15,29,-12,M4.6,10180,FALSE,,404,278,8.04,0.87,,8290000,457000,126000,,404.0,2002-11-10 05:40:00,142556892,2002-11-09 13:17:00,2002-11-09 13:20:00,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,2002-11-09 07:20:00,2002-11-11 07:40:00,1
gsep_232,psep_231,,2002-11-25 05:40:00,,,,lasco_7072,2002-11-24 19:52:15,2002-11-24 20:30:05,360,360,1077,1077,,2002-11-24 18:47:00,2002-11-24 19:18:00,31,-27,10,C1.8,,TRUE,,,2.73,,,,325000,,,,2.22,2002-11-27 05:00:00,1536153,,,,0,P,,,Fe-poor; ; ; slow rise-peak at the shock,Flare location verified by SRAG-SEP List; Peak observed post-shock; Filament eruption,2002-11-24 17:40:00,2002-11-27 10:00:00,0
gsep_233,psep_232,,2002-12-20 00:00:00,,,,lasco_7151,2002-12-19 21:16:28,2002-12-19 22:06:05,360,360,1092,1092,gid_soho_11074,2002-12-19 21:34:00,2002-12-19 21:53:00,19,10,16,M2.7,10229,FALSE,,,3.86,,,,127000,,,,4.22,2002-12-20 02:15:00,1476209,,2002-12-19 21:45:00,14000,0,P,,,Fe-rich;e-rich;p-poor; ,Type II Radio burst From CDAW list,2002-12-19 12:00:00,2002-12-21 00:00:00,0
gsep_234,psep_233,cdaw_sep_074,2003-05-28 23:40:00,2003-05-28 04:15:00,2003-05-29 15:30:00,31,lasco_7763,2003-05-28 00:13:14,2003-05-28 00:50:00,360,360,1366,1366,gid_soho_11658,2003-05-28 00:17:00,2003-05-28 00:27:00,10,20,-7,X3.6,10365,FALSE,,121,86.55,2.4,0.69,0.52,2740000,272000,116000,60700,121.0,2003-05-29 15:30:00,38270555,2003-05-28 00:26:00,2003-05-28 01:00:00,1000,1,P,,,Fe-rich;e-rich;p-poor; ,Flare location verified by SRAG-SEP List; Peak observed post-shock.,2003-05-28 11:40:00,2003-05-30 07:25:00,1
gsep_235,psep_234,cdaw_sep_075,2003-05-31 04:25:00,2003-05-31 03:00:00,2003-05-31 06:45:00,27,lasco_7772,2003-05-31 02:14:04,2003-05-31 02:30:00,360,360,1835,1835,gid_soho_11678,2003-05-31 02:13:00,2003-05-31 02:24:00,11,65,-7,M9.3,10365,FALSE,,27,22.46,5.43,1.69,0.58,810000,187000,59200,22900,27.0,2003-05-31 06:45:00,9774852,2003-05-31 02:20:00,2003-05-31 03:00:00,1000,1,P,,,Fe-rich;e-rich;p-poor; ,,2003-05-30 16:25:00,2003-05-31 23:30:00,1
gsep_236,psep_235,cdaw_sep_076,2003-06-19 00:15:00,2003-06-18 09:15:00,2003-06-19 04:50:00,24,lasco_7836,2003-06-17 22:32:29,2003-06-17 23:18:00,360,360,1813,1813,gid_soho_11823,2003-06-17 22:27:00,2003-06-17 22:55:00,28,-58,-8,M6.8,10386,FALSE,,24,24.71,0.89,,,2240000,167000,,,16.0,2003-06-19 06:20:00,4317830,2003-06-17 22:48:00,2003-06-17 22:50:00,10000,1,S,,Missing recordings of a channel,,Flare location verified by SRAG-SEP List; Data Gaps,2003-06-18 12:15:00,2003-06-19 09:00:00,1
gsep_237,psep_236,,2003-10-23 00:45:00,,,,lasco_8143,2003-10-22 08:29:04,2003-10-22 08:30:32,267,267,719,719,gid_soho_12289,2003-10-22 09:37:00,2003-10-22 09:56:00,19,-89,-16,M1.7,10486,FALSE,,,5.62,,,,440000,,,,2.6,2003-10-23 13:45:00,1454898,,,,0,P,Poor fit for CME launch time ,,,,2003-10-22 12:45:00,2003-10-24 17:35:00,0
gsep_238,psep_237,cdaw_sep_077,2003-10-26 18:25:00,2003-10-26 18:00:00,2003-10-26 22:35:00,466,lasco_8163,2003-10-26 17:33:39,2003-10-26 17:54:00,171,171,1537,1537,gid_soho_12323,2003-10-26 17:21:00,2003-10-26 18:19:00,58,38,2,X1.2,10484,FALSE,,466,458.32,25.43,2.77,0.65,13800000,960000,128000,37900,466.0,2003-10-26 22:35:00,179562755,2003-10-26 17:35:00,2003-10-26 17:45:00,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,2003-10-26 06:25:00,2003-10-27 18:30:00,1
gsep_239,psep_238,cdaw_sep_078,2003-10-28 12:15:00,2003-10-28 11:45:00,2003-10-29 06:15:00,5780,lasco_8174,2003-10-28 11:01:36,2003-10-28 11:30:00,360,360,2459,2459,gid_soho_12344,2003-10-28 09:51:00,2003-10-28 11:10:00,79,-8,-16,X17.2,10486,FALSE,,29500,25849.21,3098.57,388.29,50.17,839000000,148000000,18200000,2480000,29500.0,2003-10-29 06:15:00,11840011899,2003-10-28 11:02:00,2003-10-28 11:10:00,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,2003-10-28 00:15:00,2003-10-29 21:35:00,1
gsep_240,psep_239,cdaw_sep_079,2003-10-29 21:45:00,2003-10-29 21:55:00,2003-10-30 19:35:00,2790,lasco_8176,2003-10-29 20:35:38,2003-10-29 20:54:00,360,360,2029,2029,gid_soho_12347,2003-10-29 20:37:00,2003-10-29 20:49:00,12,2,-15,X10.0,10486,FALSE,,3300,3238.28,613.87,151.22,42.72,158000000,27300000,5370000,1240000,3300.0,2003-10-30 19:35:00,2033215266,2003-10-29 20:40:00,2003-10-29 20:55:00,11000,1,P,,,Fe-poor; ;p-rich; shock passage,,2003-10-29 09:45:00,2003-10-31 10:45:00,1
gsep_241,,cdaw_sep_080,2003-11-02 10:55:00,2003-11-02 10:55:00,2003-11-02 14:15:00,30,lasco_8185,2003-11-02 09:00:23,2003-11-02 09:30:00,360,360,2036,2036,,,,,125,10,C3.8,10484,TRUE,,30,,,,,,,,,30.1,2003-11-02 14:15:00,5339702,2003-11-02 09:16:00,,,1,P,,,,Flare location verified by SRAG-SEP List; Behind Western Limb - SRAG-SEP,2003-11-01 22:55:00,2003-11-02 17:10:00,1
gsep_242,psep_240,cdaw_sep_081,2003-11-02 17:20:00,2003-11-02 17:35:00,2003-11-03 08:15:00,1570,lasco_8187,2003-11-02 17:15:24,2003-11-02 17:30:00,360,360,2598,2598,gid_soho_12383,2003-11-02 17:03:00,2003-11-02 17:25:00,22,56,-14,X8.3,10486,FALSE,,1570,1445.06,287.93,62.64,20,108000000,9610000,1370000,300000,1570.0,2003-11-03 08:15:00,1428506056,2003-11-02 17:14:00,2003-11-02 17:30:00,12000,1,P,,,Fe-poor; ;p-rich; shock passage,,2003-11-02 05:20:00,2003-11-04 19:30:00,1
gsep_243,psep_241,cdaw_sep_082,2003-11-04 22:25:00,2003-11-04 22:15:00,2003-11-05 06:00:00,353,lasco_8194,2003-11-04 19:38:23,2003-11-04 19:54:00,360,360,2657,2657,gid_soho_12396,2003-11-04 19:29:00,2003-11-04 19:50:00,21,83,-19,X28.0,10486,FALSE,,353,326.98,34.65,3.53,1.16,16900000,1870000,324000,107000,353.0,2003-11-05 06:00:00,201433706,2003-11-04 19:42:00,2003-11-04 20:00:00,10000,1,P,,,Fe-poor; ;p-rich; shock passage,,2003-11-04 10:25:00,2003-11-06 23:10:00,1
gsep_244,psep_242,,2003-11-20 08:20:00,,,,lasco_8234,2003-11-20 07:20:01,2003-11-20 08:06:05,360,360,669,669,gid_soho_12457,2003-11-20 07:35:00,2003-11-20 07:47:00,12,8,1,M9.6,10501,FALSE,,,8.17,1.19,,,268000,55500,,,6.12,2003-11-20 11:15:00,2153682,,,,0,P,This SEP has the same source eruption as psep_243,,Fe-rich;e-rich;p-poor; ,,2003-11-19 20:20:00,2003-11-21 04:30:00,0
gsep_245,psep_243,cdaw_sep_083,2003-11-21 21:45:00,2003-11-21 16:30:00,2003-11-22 02:30:00,14,,,2003-11-20 23:53:00,52,52,494,494,gid_soho_12456,2003-11-20 23:42:00,2003-11-20 23:53:00,11,17,2,M5.8,10501,FALSE,,14,16.53,1.36,,,2480000,286000,,,13.9,2003-11-22 02:30:00,16630134,,,,1,P,,,,CME Data verified by SRAG-SEP List,2003-11-21 09:45:00,2003-11-23 22:55:00,1
gsep_246,psep_244,cdaw_sep_084,2003-12-02 13:25:00,2003-12-02 12:25:00,2003-12-02 18:20:00,89,lasco_8265,2003-12-02 10:15:50,2003-12-02 10:50:00,150,150,1393,1393,gid_soho_12522,2003-12-02 10:47:00,2003-12-02 11:49:00,62,92,-14,C8.0,10508,FALSE,,89,104.76,2.44,,,4410000,275000,,,88.9,2003-12-02 18:20:00,43355864,,2003-12-02 11:00:00,14000,1,P,,Large data gap,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List; Behind Western Limb; Type II Radio burst From CDAW list,2003-12-02 01:25:00,2003-12-04 05:55:00,1
gsep_247,psep_245,cdaw_sep_085,2004-04-11 11:35:00,2004-04-11 06:10:00,2004-04-11 18:45:00,35,lasco_8637,2004-04-11 03:53:02,2004-04-11 04:30:00,314,314,1645,1645,gid_soho_12894,2004-04-11 03:54:00,2004-04-11 04:19:00,25,46,-16,C9.6,10588,FALSE,,35,45.03,1.9,,,2030000,163000,,,35.5,2004-04-11 18:45:00,16575282,,2004-04-11 04:20:00,14000,1,P,,,Fe-rich; ;p-rich; ,Type II Radio burst From CDAW list,2004-04-10 23:35:00,2004-04-12 13:20:00,1
gsep_248,psep_246,,2004-07-22 18:30:00,,,,,,2004-07-22 08:30:00,132,151,899,700,gid_soho_13174,2004-07-22 07:41:00,2004-07-22 07:59:00,18,-10,4,C5.3,10652,FALSE,,,5.9,1.47,,,621000,229000,,,4.29,2004-07-23 19:15:00,3146888,,,,0,P,,,Fe-rich;e-rich;p-poor; ,CME Data verified by SRAG-SEP List,2004-07-22 06:30:00,2004-07-24 12:20:00,0
gsep_249,psep_247,cdaw_sep_086,2004-07-25 18:25:00,2004-07-25 16:55:00,2004-07-26 22:50:00,77,lasco_8992,2004-07-25 14:32:04,2004-07-25 14:54:00,360,360,1333,1333,gid_soho_13202,2004-07-25 14:19:00,2004-07-25 15:14:00,55,33,8,M1.1,10652,FALSE,,2090,2350.25,20.16,1.11,,13400000,595000,172000,,2090.0,2004-07-26 22:50:00,136716885,2004-07-25 15:21:00,2004-07-25 15:00:00,1000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2004-07-25 06:25:00,2004-07-27 07:00:00,1
gsep_250,psep_248,,2004-07-31 20:45:00,,,,lasco_9012,2004-07-31 05:43:54,2004-07-31 05:54:05,197,197,1192,1192,gid_soho_13238,2004-07-31 05:16:00,2004-07-31 06:57:00,101,105,8,C8.4,10652,FALSE,,,9.12,1.91,,,579000,199000,,,7.89,2004-08-01 21:50:00,3341905,,2004-07-31 07:10:00,1000,0,P,Poor fit for CME launch time ,,,Flare location verified by SRAG-SEP List; Behind Western Limb,2004-07-31 08:45:00,2004-08-02 11:15:00,0
gsep_251,psep_249,cdaw_sep_087,2004-09-13 21:05:00,2004-09-13 20:00:00,2004-09-14 00:05:00,273,lasco_9110,2004-09-12 00:22:30,2004-09-12 00:36:00,360,360,1328,1328,gid_soho_13394,2004-09-12 00:04:00,2004-09-12 00:56:00,52,-49,3,M4.8,10672,FALSE,,273,315.71,5.24,0.98,,14500000,486000,205000,,273.0,2004-09-14 00:05:00,129857607,2004-09-13 00:23:00,,,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2004-09-13 09:05:00,2004-09-15 00:05:00,1
gsep_252,psep_250,cdaw_sep_088,2004-09-19 19:25:00,2004-09-19 18:10:00,2004-09-20 01:00:00,57,,,,,,,,gid_soho_13411,2004-09-19 16:46:00,2004-09-19 17:12:00,26,58,3,M1.9,10672,FALSE,,57,56.42,6.17,3.04,2.92,1950000,379000,146000,73300,57.3,2004-09-20 01:00:00,17565298,2004-09-19 16:56:00,,,1,P,,,Fe-poor; ;p-rich; shock passage,,2004-09-19 07:25:00,2004-09-20 11:05:00,1
gsep_253,psep_251,,2004-10-30 10:15:00,,,,lasco_9229,2004-10-30 05:41:05,2004-10-30 06:54:05,360,360,422,422,gid_soho_13500,2004-10-30 06:08:00,2004-10-30 06:18:00,10,22,13,M4.2,10691,FALSE,,,3.96,,,,337000,,,,2.68,2004-10-30 20:50:00,1284307,,2004-10-30 06:40:00,4000,0,P,,,Fe-rich;e-rich;p-poor; ,Type II Radio burst From CDAW list,2004-10-29 22:15:00,2004-10-31 17:50:00,0
gsep_254,psep_252,cdaw_sep_089,2004-11-01 06:55:00,2004-11-01 06:10:00,2004-11-01 08:05:00,63,lasco_9242,2004-10-30 05:25:26,2004-11-01 06:06:00,146,266,925,925,,,,,,,,,TRUE,,63,58.3,12.1,2.82,0.73,1580000,375000,115000,46000,63.1,2004-11-01 08:05:00,14886399,,,,1,P,,,Fe-rich; ;p-rich; ,,2004-10-31 18:55:00,2004-11-01 18:30:00,1
gsep_255,psep_253,cdaw_sep_090,2004-11-07 19:10:00,2004-11-07 18:25:00,2004-11-08 01:15:00,495,lasco_9267,2004-11-07 16:15:36,2004-11-07 16:54:00,360,360,1759,1759,gid_soho_13573,2004-11-07 15:42:00,2004-11-07 16:06:00,24,17,9,X2.0,10696,FALSE,,495,522.56,16.29,1.74,,13800000,452000,74700,,495.0,2004-11-08 01:15:00,154469849,2004-11-07 15:59:00,2004-11-07 16:25:00,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,2004-11-07 07:10:00,2004-11-08 14:10:00,1
gsep_256,psep_254,,2004-11-08 17:20:00,,,,lasco_9272,2004-11-08 14:02:39,2004-11-08 14:54:06,23,23,605,605,,,,,,,,,TRUE,,,144.11,4.62,,,6390000,227000,,,124.0,2004-11-09 00:40:00,58612694,,,,0,P,,,,CME Data verified by SRAG-SEP List,2004-11-08 05:20:00,2004-11-09 19:50:00,1
gsep_257,,cdaw_sep_091,2004-11-09 20:00:00,2004-11-09 20:00:00,2004-11-09 21:30:00,82,lasco_9275,2004-11-09 16:56:43,2004-11-09 17:26:00,360,360,2000,2000,gid_soho_13588,2004-11-09 16:59:00,2004-11-09 17:19:00,20,51,8,M8.9,10696,FALSE,,82,,,,,,,,,82.4,2004-11-09 21:30:00,11661466,2004-11-09 17:24:00,2004-11-09 17:35:00,14000,1,P,"Taken from CDAW -    SOHO shock 09/18:24 UT (unrelated, 07/16:54, prev. event)",,,,2004-11-09 08:00:00,2004-11-10 03:00:00,1
gsep_258,psep_255,cdaw_sep_092,2004-11-10 03:05:00,2004-11-10 03:15:00,2004-11-10 16:55:00,424,lasco_9277,2004-11-10 02:05:02,2004-11-10 02:26:00,360,360,3387,3387,gid_soho_13595,2004-11-10 01:59:00,2004-11-10 02:13:00,14,49,9,X2.5,10696,FALSE,,424,415.2,30.19,4.15,1.08,22200000,2100000,425000,160000,424.0,2004-11-10 16:55:00,259746504,2004-11-10 02:07:00,2004-11-10 02:25:00,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,2004-11-09 15:05:00,2004-11-12 17:35:00,1
gsep_259,psep_256,,2004-12-03 13:30:00,,,,lasco_9347,2004-12-02 23:44:44,2004-12-03 00:26:00,360,360,1216,1216,gid_soho_13640,2004-12-02 23:44:00,2004-12-03 00:06:00,22,2,8,M1.5,10708,FALSE,,,5.15,,,,695000,,,,3.18,2004-12-03 21:25:00,1605763,,2004-12-03 00:07:00,10000,0,P,,,Fe-poor; ; ; slow rise-peak at the shock,Type II Radio burst From CDAW list,2004-12-03 01:30:00,2004-12-05 07:10:00,0
gsep_260,psep_257,,2005-01-15 07:55:00,,,,,,2005-01-15 06:30:00,360,360,2049,2049,gid_soho_13751,2005-01-15 05:54:00,2005-01-15 06:38:00,44,-4,16,M8.6,10720,FALSE,,,10.66,2.14,0.83,,349000,81700,35700,,14.2,2005-01-15 19:15:00,2879273,,2005-01-15 06:15:00,14000,0,P,This SEP has the same source eruption as psep_258,Brief data gap,Fe-poor; ;p-rich; no shock passage,Type II Radio burst From CDAW list,2005-01-14 19:55:00,2005-01-15 20:25:00,0
gsep_261,psep_258,cdaw_sep_093,2005-01-16 02:10:00,2005-01-16 01:05:00,2005-01-16 18:40:00,365,lasco_9469,2005-01-15 22:36:22,2005-01-15 23:06:50,360,360,2861,2861,gid_soho_13737,2005-01-15 22:25:00,2005-01-15 23:02:00,37,5,15,X2.6,10720,FALSE,,365,356.2,30.63,2.75,,21800000,1620000,184000,,365.0,2005-01-16 18:40:00,269850620,2005-01-15 22:24:00,2005-01-15 23:00:00,3000,1,P,This SEP has the same source eruption as psep_257,,Fe-poor; ;p-rich; shock passage,,2005-01-15 14:10:00,2005-01-17 12:15:00,1
gsep_262,psep_259,cdaw_sep_094,2005-01-17 12:25:00,2005-01-17 12:40:00,2005-01-17 17:50:00,5040,lasco_9474,2005-01-17 09:38:25,2005-01-17 09:54:00,360,360,2547,2094,gid_soho_13763,2005-01-17 06:59:00,2005-01-17 09:52:00,173,25,15,X3.8,10720,FALSE,,5040,4220.47,771.52,72.48,7.24,176000000,29100000,2910000,322000,5040.0,2005-01-17 17:50:00,2491378227,2005-01-17 09:43:00,2005-01-17 10:00:00,6100,1,P,,,Fe-poor; ;p-rich; shock passage,,2005-01-17 00:25:00,2005-01-19 14:00:00,1
gsep_263,psep_260,cdaw_sep_095,2005-01-20 06:40:00,2005-01-20 06:55:00,2005-01-20 08:10:00,1860,lasco_9485,2005-01-20 05:55:49,2005-01-20 06:54:00,360,360,882,3256,gid_soho_13789,2005-01-20 06:36:00,2005-01-20 07:01:00,25,61,14,X7.1,10720,FALSE,,1860,2684.11,1405.89,861.13,480,73600000,24600000,8740000,3220000,1860.0,2005-01-20 08:10:00,793216080,2005-01-20 06:44:00,2005-01-20 07:15:00,14000,1,P,,,Fe-rich; ;p-rich; ,,2005-01-19 18:40:00,2005-01-22 00:20:00,1
gsep_264,psep_261,,2005-05-06 22:35:00,,,,,,2005-05-06 11:54:05,129,129,1120,1120,gid_soho_13886,2005-05-06 11:11:00,2005-05-06 11:28:00,17,76,-4,M1.3,10756,FALSE,,,5.67,,,,627000,,,,3.28,2005-05-07 09:45:00,1821414,,,,0,P,,,Fe-rich;e-rich;p-poor; ,CME Data verified by SRAG-SEP List; Papaionnau et al. (2016) data was erroneous for flare start and end times.,2005-05-06 10:35:00,2005-05-07 21:20:00,0
gsep_265,psep_262,cdaw_sep_096,2005-05-14 05:25:00,2005-05-13 18:45:00,2005-05-15 02:40:00,338,lasco_9887,2005-05-13 16:40:41,2005-05-13 17:12:00,360,360,1689,1689,gid_soho_13940,2005-05-13 16:13:00,2005-05-13 16:57:00,44,-11,12,M8.0,10759,FALSE,,3140,4019.83,10.18,,,36500000,528000,,,3140.0,2005-05-15 02:40:00,373068450,2005-05-13 16:38:00,2005-05-13 17:00:00,5000,1,P,Poor fit (only two data points) for CME launch time,,Fe-poor; ; ; slow rise-peak at the shock,,2005-05-13 17:25:00,2005-05-15 12:05:00,1
gsep_266,psep_263,cdaw_sep_097,2005-06-16 22:00:00,2005-06-16 20:45:00,2005-06-17 05:00:00,44,,,,,,,,,2005-06-16 20:01:00,2005-06-16 20:22:00,21,90,8,M4.0,10775,FALSE,,44,43,13.33,4.45,1.36,2310000,691000,217000,79100,43.8,2005-06-17 05:00:00,24856382,,,,1,P,Info taken from https://solarmonitor.org/motd_pop.php?date=20050617 for the flare and source AR.,,Fe-rich; ;p-rich; ,,2005-06-16 10:00:00,2005-06-17 21:05:00,1
gsep_266_1,,,2005-07-10 03:00:00,,,,,,2005-07-09 22:30:00,360,,1540,,,2005-07-09 21:47:00,2005-07-09 22:06:00,19,27,11,M2.8,10786,FALSE,,,,,,,,,,,2.95,2005-07-10 11:45:00,863310,,2005-07-09 22:15:00,14000,0,P,,,,Type II Radio burst From CDAW list; Flare data from LMSAL-HEK,2005-07-09 15:00:00,2005-07-10 19:00:00,0
gsep_267,psep_264,,2005-07-14 02:45:00,,,,lasco_10115,2005-07-13 14:03:55,2005-07-13 14:30:05,360,360,1423,1423,gid_soho_14101,2005-07-13 14:01:00,2005-07-13 14:49:00,48,90,11,M5.0,10786,FALSE,,,15.13,1.69,,,514000,81800,,,12.5,2005-07-14 02:55:00,3213548,,2005-07-13 14:15:00,14000,0,P,,,Fe-rich;e-rich;p-poor; ,Type II Radio burst From CDAW list,2005-07-13 14:45:00,2005-07-14 12:45:00,1
